,gene,modcts,modlist
1078,COTL1,0.018057060310581435,"[Hydroxylation on N], [N6-acetyllysine on K]"
1079,CCNB1,0.0,
1080,PAPSS2,0.0,
1081,MAPK14,0.0051440329218107,[N-acetylserine on S]
1082,MAGOH,0.010222858311183807,[N-acetylmethionine on M]
1083,MAGOHB,0.01008471157724889,[N-acetylalanine on A]
1084,FUS,0.025924645696508816,"[Asymmetric dimethylarginine on R], [Asymmetric dimethylarginine on R], [Asymmetric dimethylarginine on R]"
1085,PHACTR4,0.013354700854700856,"[Phosphoserine on S], [Phosphoserine on S], [Phosphorylation on T]"
1086,HIGD2A,0.01849796522382538,[N-acetylalanine on A]
1087,USO1,0.0028875028875028877,[Methylation on K]
1088,CDK2,0.024027048845685614,"[Phosphorylation on T], [Phosphorylation on Y], [Phosphorylation on T], [Phosphothreonine on T], [Phosphorylation on T], [Phosphorylation on Y], [Phosphorylation on T], [Phosphothreonine on T]"
1089,PUM1,0.005269814502529511,[Phosphorylation on S]
1090,LRRC47,0.003649501842998431,[N-acetylalanine on A]
1091,EIF2S1,0.00481000481000481,[Hydroxylation on K]
1092,IPO5,0.0036463081130355514,"[Acetylation on K], [Hydroxylation on N]"
1093,ALDH1B1,0.01160541586073501,"[Hydroxylation on N], [Hydroxylation on P], [Hydroxylation on K]"
1094,GPN1,0.007226477814713109,[N-acetylalanine on A]
1095,UQCRC2,0.004505113303599585,[Trimethylation on K]
1096,JUP,0.0044742729306487695,[N-acetylmethionine on M]
1097,CDK11B,0.0046587467971115765,[Phosphothreonine on T]
1098,CHERP,0.0060650169820475495,[N-acetylmethionine on M]
1099,DST,0.0006020107157907411,"[Hydroxylation on P], [Hydroxylation on P], [Hydroxylation on P]"
1100,TSTA3,0.0,
1101,CDC42EP1,0.010656436487638534,"[Phosphoserine on S], [Phosphoserine on S]"
1102,USP10,0.004819741661846925,[Phosphorylation on S]
1103,MCM2,0.04580899140478109,"[Phosphorylation on S], [Phosphorylation on S], [Phosphorylation on S]"
1104,COMMD8,0.0,
1105,HNRNPC,0.018147776090664057,"[Acetylation on K], [Phosphoserine on S], [Acetylation on K], [Phosphoserine on S]"
1106,SCAF11,0.0,
1107,LDHA,0.0153154992852767,"[N-acetylalanine on A], [Hydroxylation on P], [Hydroxylation on P]"
1108,TUBA1A,0.07612951015979134,"[Butyrylation on K], [Hydroxylation on N], [Methylation on K], [Acetylation on K], [Butyrylation on K], [Formylation on K], [Hydroxylation on P], [Citrullination on R], [Methylation on R], [Citrullination on R], [Succinylation on K], [Hydroxylation on N], [Methylation on K], [Acetylation on K], [Formylation on K], [Butyrylation on K]"
1109,MVK,0.006626083354969524,"[Acetylation on X], [Acetylation on X]"
1110,MRPL4,0.007118803828114905,"[Malonylation on K], [Malonylation on K]"
1111,GOLGB1,0.0,
1113,FANCD2,0.0,
1114,ACIN1,0.0035646501065944324,"[Acetylation on X], [Phosphorylation on S], [Phosphoserine on S]"
1115,ZC3HAV1,0.0028426857695150382,[N-acetylalanine on A]
1116,PPP2R1B,0.015478079170374956,"[Hydroxylation on N], [Hydroxylation on N], [Hydroxylation on N], [Hydroxylation on P]"
1117,SOWAHC,0.011204481792717087,[Acetylation on X]
1118,MCM6,0.002537555826228177,[N-acetylmethionine on M]
1119,TPD52L2,0.014490653528474133,"[N-acetylmethionine on M], [Phosphothreonine on T]"
1120,ZC3H14,0.004528985507246377,[N-acetylmethionine on M]
1121,XPOT,0.00297000297000297,[N-acetylmethionine on M]
1122,BZW2,0.004438011071452037,"[Malonylation on K], [Malonylation on K]"
1123,TOMM34,0.0,
1124,SSR4,0.0,
1125,PARP14,0.004271131422713877,[Acetylation on X]
1126,SKIV2L,0.0030868008396098285,[Phosphoserine on S]
1127,THUMPD3,0.0070442378134685825,[Acetylation on X]
1128,BOP1,0.0,
1129,EIF4A2,0.0,
1130,NRDC,0.0,
1131,ARL6IP5,0.024177949709864605,[N-acetylmethionine on M]
1132,RPS15,0.05108556832694764,"[N-acetylalanine on A], [Hydroxylation on P], [Acetylation on K], [Hydroxylation on P]"
1133,PDS5B,0.0,
1134,PRKAR2A,0.005756389592447617,[N-acetylserine on S]
1135,MYO1C,0.0017460169779363736,"[Hydroxylation on P], [Hydroxylation on P]"
1136,ARHGEF1,0.0,
1137,HSD17B11,0.0,
1138,UNC13D,0.0,
1139,ACTR1B,0.0059101654846335705,[N-acetylmethionine on M]
1140,ENO3,0.013553808620222282,"[Hydroxylation on P], [Hydroxylation on N]"
1141,F8A1,0.02073398299813394,[N-acetylalanine on A]
1142,ATAD3A,0.004506534474988734,[N-acetylserine on S]
1143,PDIA6,0.014506769825918761,"[Hydroxylation on N], [Hydroxylation on P], [Hydroxylation on P]"
1144,RPL9,0.007548309178743962,[Hydroxylation on N]
1145,IST1,0.0074672997809643775,"[Hydroxylation on P], [Hydroxylation on P]"
1146,PRDX5,0.0,
1147,CTBP1,0.0,
1148,H1FX,0.009989012086704625,[N-acetylserine on S]
1149,DARS2,0.0,
1150,FUBP1,0.0028755463538072236,"[Omega-N-methylarginine on R], [Omega-N-methylarginine on R]"
1151,ANKMY2,0.020780550734467787,"[Phosphorylation on T], [Phosphorylation on T]"
1152,TPRKB,0.0,
1153,RHOG,0.010471204188481676,[Nitrosylation on C]
1154,C1QBP,0.0,
1155,GSTM4,0.0,
1156,COIL,0.0,
1157,VPS13C,0.0,
1158,CELF1,0.0074827895839569,[N-acetylmethionine on M]
1159,ARMC9,0.015159383789547218,"[Acetylation on X], [Acetylation on X]"
1160,PSMA6,0.012507817385866166,"[Acetylation on K], [Phosphoserine on S]"
1161,FABP5,0.010147133434804667,[N-acetylalanine on A]
1162,MAPK12,0.0,
1163,SRSF2,0.01740341106856944,[N-acetylserine on S]
1164,TFRC,0.0,
1165,ERH,0.021853146853146856,[N-acetylserine on S]
1166,PSPH,0.007532956685499058,[N-acetylmethionine on M]
1167,COPS7B,0.030770837875154423,"[N-acetylalanine on A], [N-acetylalanine on A]"
1168,COPS4,0.0,
1169,RANBP3,0.0065321052975373965,[N-acetylalanine on A]
1170,SHMT2,0.003815628815628816,[N6-acetyllysine on K]
1171,WDR74,0.0,
1172,IPO7,0.0026037598291933552,[N-acetylmethionine on M]
1173,GFM2,0.0,
1174,HAT1,0.0,
1175,TMSB4X,0.07102272727272728,[N-acetylserine on S]
1176,RPAP3,0.0,
1177,SMPD4,0.01646090534979424,[Acetylation on X]
1178,COQ8B,0.0,
1179,DDX50,0.0,
1180,ATXN2L,0.0039013732833957553,"[Phosphorylation on S], [N-acetylmethionine on M], [Acetylation on X]"
1181,FHOD1,0.0,
1183,UBE3A,0.0,
1184,CNIH4,0.05002463097301095,"[Hydroxylation on P], [Hydroxylation on P]"
1187,PRKCA,0.0,
1188,YWHAZ,0.013382402141184344,"[N-acetylmethionine on M], [Acetylation on K]"
1189,PRRC2C,0.0019707540104844114,[Acetylation on K]
1190,GNL1,0.007406766416079845,"[Phosphorylation on S], [Citrullination on R]"
1191,ATP6V1C1,0.002296316708000367,[N-acetylthreonine on T]
1193,DSTN,0.016604400166044,"[N-acetylalanine on A], [Hydroxylation on P]"
1194,ITGB1,0.0,
1195,MAD1L1,0.004352367688022284,[N-acetylmethionine on M]
1196,RPL23,0.0,
1197,SRPK2,0.0,
1198,STIP1,0.008124796880077998,"[N-acetylmethionine on M], [Hydroxylation on N], [Methylation on K]"
1199,STARD4,0.0,
1200,SACM1L,0.0,
1201,RTN1,0.010738831615120275,[Acetylation on X]
1202,PYGB,0.0,
1203,SMS,0.0,
1204,APEH,0.0042546442526562415,"[Glu to PyroGlu on Q], [Glu to PyroGlu on Q]"
1205,CAPG,0.0066827051590483836,[N-acetylmethionine on M]
1207,GCDH,0.016317091361760808,"[Hydroxylation on N], [Citrullination on R]"
1208,LSM5,0.023889154323936932,[N-acetylalanine on A]
1209,AP1M1,0.004728132387706856,[N-acetylserine on S]
1210,YAP1,0.0,
1211,YWHAQ,0.00728862973760933,[N-acetylmethionine on M]
1212,MTA2,0.006804572672836145,"[Glu to PyroGlu on Q], [Hydroxylation on P]"
1213,SMC4,0.0,
1214,NOP14,0.0,
1215,UACA,0.0,
1216,CPSF4,0.010047221943132723,[Acetylation on X]
1217,SCFD2,0.006091617933723197,[Acetylation on X]
1218,AKAP2,0.0034000188271760107,"[Phosphoserine on S], [Phosphoserine on S]"
1219,HLTF,0.0,
1220,PFDN1,0.015762925598991173,[N-acetylalanine on A]
1221,TTC27,0.005391998274560552,[Acetylation on X]
1222,PPP1R9B,0.006449958087128975,"[Hydroxylation on P], [Hydroxylation on P]"
1223,ACSL1,0.005116659844453541,[N-acetylmethionine on M]
1224,EIF4EBP1,0.012281994595922378,[N-acetylserine on S]
1225,SLC25A38,0.0,
1226,ATP5PD,0.009270418095856122,[Hydroxylation on N]
1227,MYO1B,0.0021489218357419433,"[Crotonylation on K], [Crotonylation on K]"
1228,IGBP1,0.006860122110173561,[N-acetylalanine on A]
1229,VPS11,0.0,
1230,FAHD2A,0.0,
1231,PA2G4,0.0,
1232,TRNT1,0.0,
1233,HECTD4,0.007548309178743962,[Acetylation on X]
1234,NUP54,0.0,
1235,GLO1,0.0,
1236,RPL5,0.007805565261105617,"[Hydroxylation on P], [Hydroxylation on P]"
1237,PFN1,0.0,
1238,NSUN5,0.007063643427279791,[N-acetylglycine on G]
1241,SECISBP2L,0.012975217334890361,[Hydroxylation on P]
1242,SNRNP70,0.012043839576056847,"[N-acetylthreonine on T], [Phosphoserine on S]"
1243,CENPF,0.0013380432455576965,[Acetylation on X]
1244,CUX1,0.005664438654129376,"[Acetylation on X], [Acetylation on X], [Acetylation on X]"
1245,NR2C2,0.008830801836806783,[Hydroxylation on N]
1246,PHF8,0.0,
1247,ECHDC1,0.0,
1248,DPYSL4,0.0,
1249,ARF6,0.012698412698412698,[Hydroxylation on N]
1251,MYH11,0.009508113590263692,"[Carboxylation on D], [Hydroxylation on P], [Hydroxylation on K]"
1252,CSK,0.00516795865633075,[N-acetylserine on S]
1253,RAP1A,0.0,
1254,STAU1,0.0,
1255,TOP2A,0.0030379900657724846,"[N-acetylmethionine on M], [Phosphoserine on S]"
1256,NSDHL,0.0,
1257,YBX3,0.0,
1258,DFFA,0.008165264962848045,[N-acetylmethionine on M]
1259,STRN3,0.004825789016504199,[N-acetylmethionine on M]
1260,TRADD,0.0,
1261,POLE3,0.019436345966958212,[N-acetylalanine on A]
1262,MRE11,0.0,
1263,PCNA,0.005177591384487937,[Hydroxylation on P]
1264,PTK7,0.0,
1265,GBF1,0.0016810112963959118,[Phosphoserine on S]
1266,POLR2I,0.02666666666666667,[N-acetylmethionine on M]
1267,YARS,0.0025252525252525255,[Formylation on K]
1268,ODR4,0.0,
1269,UBE3C,0.0065954359583168445,[Carboxylation on K]
1270,ESD,0.0,
1271,NNMT,0.0,
1272,HSP90AB4P,0.027002700270027005,"[Methylation on R], [Phosphorylation on T], [Trimethylation on K]"
1274,LANCL2,0.0,
1275,VAPA,0.015446400988569664,"[N-acetylalanine on A], [Hydroxylation on P]"
1276,METAP2,0.0,
1277,RNF216,0.0,
1278,ZWILCH,0.0,
1279,INCENP,0.00907770515613653,[Acetylation on X]
1280,SNRPF,0.013842746400885937,[Acetylation on K]
1281,GOLGA5,0.011399908800729594,[N-acetylserine on S]
1282,PFDN2,0.012732365673542143,[Citrullination on R]
1283,TIGAR,0.0,
1284,ADNP,0.004321147696828278,[Acetylation on X]
1285,RPS8,0.00874125874125874,[Phosphothreonine on T]
1286,MTR,0.0046500813764240876,[Malonylation on K]
1287,RSL1D1,0.004164931278633903,[N-acetylmethionine on M]
1288,INTS2,0.0,
1289,KLC4,0.004038772213247173,[N-acetylserine on S]
1290,PSMC6,0.004074159286442065,"[Hydroxylation on N], [Hydroxylation on N]"
1291,RCN3,0.007090187180941577,[HexNAc on T]
1292,LBH,0.019446168295139343,"[Acetylation on X], [Acetylation on X]"
1293,COX5A,0.0,
1294,SRRM2,0.012112403100775194,"[N-acetylmethionine on M], [Phosphorylation on S], [Phosphoserine on S], [Phosphothreonine on T], [Phosphorylation on T], [Phosphorylation on T], [Phosphorylation on T]"
1295,ANXA5,0.024801587301587304,"[Methylation on R], [N6-acetyllysine on K], [Phosphorylation on T], [Hydroxylation on N], [Methylation on K]"
1296,HNRNPA3,0.047031158142269255,"[N-acetylmethionine on M], [Acetylation on K], [Phosphoserine on S], [Omega-N-methylarginine on R], [Dimethylated arginine on R], [Succinylation on K], [Hydroxylation on N], [Phosphorylation on S]"
1297,DENR,0.02149151085321298,"[N-acetylalanine on A], [Phosphoserine on S]"
1298,RYBP,0.03987240829346093,[Phosphorylation on S]
1299,IARS2,0.0,
1300,PPM1D,0.03305785123966942,[Acetylation on X]
1301,PMM2,0.007669888019634913,[N-acetylalanine on A]
1302,ARMT1,0.00781921964187974,[N-acetylalanine on A]
1303,ERO1A,0.0,
1304,RAB11A,0.0,
1305,ANXA11,0.0,
1306,RAP1GDS1,0.00531434341287134,[Acetylation on X]
1307,RTRAF,0.005614192679092746,[Hydroxylation on P]
1308,RPL6,0.0,
1310,AIFM1,0.0,
1311,TRA2B,0.01052188552188552,[Phosphorylation on T]
1312,SEC23A,0.003734827264239029,[N-acetylthreonine on T]
1313,TRMT6,0.0,
1314,DYNLT1,0.11061946902654868,"[Hydroxylation on N], [Hydroxylation on N]"
1315,RPL38,0.02857142857142857,[Formylation on K]
1316,PSMG1,0.00992063492063492,[N-acetylalanine on A]
1317,MOV10,0.0,
1318,PUM3,0.0,
1319,TCF20,0.0,
1320,ACSL3,0.0,
1321,FAM49B,0.005414771496642841,[HexNAc on T]
1322,USP39,0.0,
1323,TUBGCP3,0.0,
1324,RFTN1,0.0,
1325,PDCD6IP,0.0020946795140343527,[N-acetylalanine on A]
1326,G3BP2,0.013385089010841924,"[Acetylation on X], [Hydroxylation on P]"
1327,RRS1,0.00684931506849315,[N-acetylmethionine on M]
1328,CSTB,0.012755102040816325,[N-acetylmethionine on M]
1329,BCAP31,0.0,
1330,PALLD,0.008034064433196755,"[Hydroxylation on K], [Crotonylation on K], [Phosphoserine on S], [Phosphoserine on S]"
1331,ASL,0.0,
1332,CHAMP1,0.0045612114577631814,[N-acetylmethionine on M]
1333,ACTR10,0.0,
1334,HNRNPA1L2,0.061141304347826095,"[Acetylation on X], [Citrullination on R], [Methylation on K], [Hydroxylation on K], [Phosphoserine on S], [Carboxylation on E], [Methylation on R], [Hydroxylation on K], [Citrullination on R]"
1335,SLC25A3,0.0,
1336,SPTBN2,0.0,
1337,SPTB,0.0,
1338,MDN1,0.0011168691922802002,[N-acetylmethionine on M]
1339,PFN2,0.013401232913428035,[Citrullination on R]
1340,ANXA3,0.004422821760283061,[N-acetylalanine on A]
1341,HIGD1A,0.05659309564233163,[N-acetylserine on S]
1343,ATAD3B,0.006430041152263374,[N-acetylserine on S]
1344,RPP30,0.007939028262940616,[N-acetylalanine on A]
1345,MRPS9,0.0,
1346,STX8,0.0,
1347,PLCB3,0.0035233598759777324,[N-acetylalanine on A]
1348,DNAJB2,0.009956192751891677,[N-acetylalanine on A]
1349,OTUB1,0.0,
1350,ITGAV,0.0,
1351,CCT8,0.002339509638779712,[Phosphoserine on S]
1352,PAPOLA,0.0,
1353,DOCK1,0.005332078615109499,"[Citrullination on R], [Citrullination on R]"
1354,CASTOR2,0.0,
1355,GALNT2,0.0,
1356,MVB12A,0.013082155939298797,"[Acetylation on X], [Acetylation on X]"
1357,RAB7A,0.0,
1358,SNW1,0.004909662215239591,[N-acetylalanine on A]
1359,TATDN1,0.0,
1360,CHAF1A,0.0,
1361,RNF7,0.029498525073746312,[N-acetylalanine on A]
1362,HIST1H1E,0.010871928680147858,[N-acetylserine on S]
1364,HIST1H1C,0.028169014084507043,"[N-acetylserine on S], [N6-(2-hydroxyisobutyryl)lysine on K], [ADP-ribosylation on S]"
1365,CDC73,0.00588512241054614,[N-acetylalanine on A]
1366,EBP,0.02557544757033248,[N-acetylthreonine on T]
1367,XRCC6,0.011827443950252977,"[Nitrosylation on Y], [Formylation on K], [Methylation on K], [Hydroxylation on P], [N-acetylserine on S], [Formylation on K], [Methylation on K], [Hydroxylation on P]"
1368,FAF1,0.0,
1369,TIAL1,0.0,
1370,PCK2,0.0032552083333333335,[Acetylation on K]
1371,PPID,0.0,
1372,ATP6V1E1,0.0,
1373,GLUD1,0.0,
1374,ETFA,0.0,
1375,MCTS1,0.0,
1376,AGL,0.0,
1377,PSME1,0.0,
1378,NRBP1,0.0,
1379,ELOA,0.014392630972941852,[Acetylation on X]
1380,YWHAB,0.0,
1381,NSF,0.0,
1382,TRMT61A,0.012357884330202669,[N-acetylserine on S]
1384,PCID2,0.005332480136511491,[N-acetylalanine on A]
1385,ERCC3,0.0045670442089879425,[Hydroxylation on P]
1386,ATP5MD,0.0,
1387,GPX1,0.008210180623973728,[Succinylation on K]
1388,TAX1BP3,0.020161290322580645,[N-acetylserine on S]
1389,MTA3,0.006235191420376606,"[Glu to PyroGlu on Q], [Glu to PyroGlu on Q], [Glu to PyroGlu on Q]"
1390,MTA1,0.008297283839079505,"[Glu to PyroGlu on Q], [Glu to PyroGlu on Q]"
1391,EPS15L1,0.0046205129225179355,"[HexNAc on S], [N-acetylalanine on A], [HexNAc on S]"
1392,USP47,0.0,
1393,DBI,0.04154549231408393,"[N-acetylserine on S], [Acetylation on K], [Hydroxylation on P]"
1394,ERLIN1,0.014450867052023121,"[Hydroxylation on K], [Citrullination on R]"
1395,PSMD5,0.004409171075837742,[N-acetylalanine on A]
1396,P4HA1,0.0039013732833957553,[Hydroxylation on P]
1397,RBM12B,0.00868696520870434,"[Acetylation on K], [Phosphoserine on S]"
1399,MYO1E,0.0,
1400,ATXN7L3B,0.023430178069353328,[Acetylation on X]
1401,PSMD11,0.010610454834830587,"[N-acetylalanine on A], [Acetylation on K], [Hydroxylation on N]"
1402,COPS3,0.0038755183505793903,[N-acetylalanine on A]
1403,MAN2A1,0.0,
1404,EXOC5,0.0,
1405,AHCYL1,0.0067385444743935305,[N-acetylserine on S]
1406,MDH1,0.0,
1407,NQO1,0.0,
1408,ARPC5,0.0,
1409,IPO11,0.005128205128205128,[N-acetylmethionine on M]
1410,PIK3C2A,0.0,
1411,FAM136A,0.012281994595922378,[N-acetylalanine on A]
1412,METTL2A,0.007780890133831309,[N-acetylalanine on A]
1413,NOL9,0.006475006475006475,[N-acetylalanine on A]
1414,ERLEC1,0.0,
1415,DOCK7,0.0,
1416,PBXIP1,0.007599939200486396,[Acetylation on X]
1417,PRMT5,0.003737758839799656,[N-acetylalanine on A]
1419,OGDH,0.002613832401066444,"[Citrullination on R], [Citrullination on R], [Citrullination on R]"
1420,TAB2,0.012025012025012025,[Acetylation on X]
1421,TFAP4,0.0,
1422,RPL19,0.0,
1423,PRPS1,0.0,
1424,PRPS2,0.0,
1425,MYOF,0.0,
1426,YTHDF2,0.00616827041697508,[N-acetylserine on S]
1427,ZC3HAV1L,0.010416666666666666,[N-acetylalanine on A]
1428,OGFR,0.008103069095683571,"[Phosphorylation on S], [Phosphorylation on S]"
1429,TMEM209,0.009902951079421667,[Phosphorylation on S]
1430,DNMBP,0.0063411540900443885,"[Dimethylation on R], [Hydroxylation on P]"
1431,TBC1D15,0.0,
1432,ABI2,0.008333333333333333,"[Acetylation on X], [Acetylation on X], [Acetylation on X], [Acetylation on X], [Acetylation on X]"
1433,MRTO4,0.0,
1434,AP2M1,0.0,
1435,RPS5,0.029411764705882353,"[N-acetylmethionine on M], [HexNAc on T], [Methylation on K]"
1436,MRPL1,0.0,
1437,KANK2,0.009039139473922084,[Acetylation on X]
1438,ARHGAP35,0.0035111126716056316,[Phosphorylation on S]
1439,COPS8,0.009780934710089183,"[Hydroxylation on P], [Hydroxylation on P]"
1440,TAOK1,0.0,
1441,CTCF,0.0,
1442,GUF1,0.0,
1443,RBM34,0.0,
1444,PAK2,0.005612932195779075,"[N-acetylserine on S], [Phosphoserine on S]"
1445,CDC16,0.004887585532746823,[Phosphoserine on S]
1446,RPL23A,0.013082155939298797,[Hydroxylation on P]
1447,NT5DC2,0.0,
1448,ADAM17,0.03033980582524272,"[Phosphoserine on S], [Phosphorylation on T]"
1449,PRPF6,0.0036644801934845542,[Hydroxylation on N]
1450,VRK1,0.0,
1451,YIF1B,0.01592356687898089,[N-acetylmethionine on M]
1452,NUCB2,0.0,
1453,RAI14,0.003401360544217687,[Hydroxylation on P]
1454,PPM1A,0.005569789461958338,[Citrullination on R]
1456,LYN,0.0,
1457,SCARB2,0.0,
1458,GOSR2,0.00924898261191269,[N-acetylmethionine on M]
1459,NFIB,0.01615664703958385,"[Acetylation on X], [Acetylation on X]"
1460,PPP2R2A,0.00508440105755542,[N-acetylalanine on A]
1461,DHX15,0.0025157232704402514,[Hydroxylation on N]
1462,DYNC1LI2,0.0,
1463,HIST1H3A,0.19545793000744602,"[N6,N6-dimethyllysine on K], [N6-methyllysine on K], [N6,N6,N6-trimethyllysine on K], [N6-acetyllysine on K], [N6-acetyllysine on K], [Trimethylation on K], [N6-acetyllysine on K], [N6-butyryllysine on K], [N6-acetyllysine on K], [N6-methyllysine on K], [N6,N6-dimethyllysine on K], [N6,N6,N6-trimethyllysine on K], [Formylation on K], [N6-acetyllysine on K], [Acetylation on K], [Hydroxylation on P], [N6,N6-dimethyllysine on K], [N6-methyllysine on K], [N6,N6,N6-trimethyllysine on K], [N6,N6-dimethyllysine on K], [N6-methyllysine on K]"
1464,CYP20A1,0.0,
1465,RDX,0.0,
1466,IMP3,0.0,
1467,TMA16,0.0,
1468,RRAGC,0.0092824654228163,[N-acetylserine on S]
1469,ACBD3,0.004619364375461937,[N-acetylalanine on A]
1470,EIF3H,0.023640661938534282,"[Hydroxylation on K], [Hydroxylation on P]"
1471,SULT1A1,0.007883326763894364,[Acetylation on X]
1472,EML4,0.0,
1473,NAXE,0.0,
1474,OCLN,0.0,
1475,MYO5A,0.0,
1476,DDX55,0.006666666666666667,[Acetylation on X]
1477,PHKB,0.007624275693809088,[Acetylation on K]
1478,KIF11,0.0,
1479,GMPR2,0.0,
1480,AKT1S1,0.018601190476190476,[Acetylation on X]
1481,PSMF1,0.015375153751537514,[N-acetylalanine on A]
1483,ATP1A1,0.0,
1484,ACTBL2,0.04342162396873643,"[Hydroxylation on K], [Hydroxylation on N], [Methylation on R], [Nitrosylation on Y], [Hydroxylation on P], [Hydroxylation on P], [Methylation on K], [Hydroxylation on N]"
1485,RPS24,0.03667705849990831,"[N-acetylmethionine on M], [Acetylation on K]"
1486,PSMD6,0.004590525156077855,[HexNAc on S]
1487,TIMM13,0.019493177387914232,[N-acetylmethionine on M]
1488,FKBP10,0.004521613311629589,[Hydroxylation on P]
1489,EIF3E,0.0,
1490,ANP32A,0.022233611525975396,"[Hydroxylation on N], [Hydroxylation on P], [Hydroxylation on N], [Hydroxylation on P]"
1491,ANP32B,0.036218761318362915,"[ADP-ribosylation on S], [Hydroxylation on N], [Hydroxylation on P]"
1492,LMNB1,0.005987665409256931,"[N-acetylalanine on A], [Phosphorylation on S]"
1493,RNASEH2A,0.019111323459149544,"[N-acetylmethionine on M], [Hydroxylation on K]"
1494,RUVBL2,0.0,
1495,NRDE2,0.017182130584192438,[N-acetylalanine on A]
1496,TK1,0.014486455164421265,"[N-acetylserine on S], [Phosphorylation on S]"
1497,NUP37,0.0,
1498,PPAT,0.004395990856339019,[HexNAc on S]
1499,GMPPA,0.0,
1500,CAPN1,0.0035014005602240893,[N-acetylserine on S]
1501,SLTM,0.007439369141496802,"[N-acetylalanine on A], [Phosphoserine on S]"
1502,FAM192A,0.015748031496062992,[N-acetylmethionine on M]
1503,NAPG,0.007631257631257632,[Hydroxylation on K]
1504,VAMP3,0.019230769230769232,[N-acetylserine on S]
1505,CCDC22,0.004984051036682616,[Hydroxybutyrylation on K]
1506,SPTLC2,0.0,
1507,MAPK1IP1L,0.05830903790087464,[N-acetylserine on S]
1508,GTF3C5,0.004480889008379263,[N-acetylalanine on A]
1509,RPL26,0.0,
1510,RPL26L1,0.0,
1511,THOC2,0.0,
1512,PTPN11,0.0,
1513,NUP188,0.0,
1514,SNAP23,0.008463100880162491,[N-acetylmethionine on M]
1516,CASK,0.0,
1517,HIST1H2BK,0.09122422915526364,"[N6-acetyllysine on K], [N6-acetyllysine on K], [N6-acetyllysine on K], [N6-acetyllysine on K], [Acetylation on K], [Acetylation on K], [N6,N6-dimethyllysine on K], [Hydroxylation on N], [Hydroxylation on N], [Methylation on R]"
1518,HIST1H2BC,0.09122422915526364,"[N6-acetyllysine on K], [N6-acetyllysine on K], [N6-acetyllysine on K], [N6-acetyllysine on K], [Acetylation on K], [Acetylation on K], [N6,N6-dimethyllysine on K], [Hydroxylation on N], [Hydroxylation on N], [Methylation on R]"
1520,EDF1,0.012285012285012284,[N-acetylalanine on A]
1521,NUP43,0.008223684210526315,[N-acetylmethionine on M]
1522,SRGAP2,0.0,
1523,NGDN,0.008818342151675485,[N-acetylalanine on A]
1524,EWSR1,0.016046213093709884,"[Asymmetric dimethylarginine on R], [Asymmetric dimethylarginine on R]"
1525,RBMX,0.005441584589432442,"[N-acetylvaline on V], [N-acetylmethionine on M]"
1526,RBMXL1,0.005698005698005698,[N-acetylmethionine on M]
1527,RPS4X,0.011350093638272515,"[Hydroxylation on P], [Acetylation on K]"
1528,STT3A,0.0,
1529,ZC3H8,0.056695245698682124,"[Acetylation on X], [Acetylation on X]"
1530,ACAD9,0.0,
1531,EHD4,0.00377230374589762,[N-acetylmethionine on M]
1533,SCP2,0.00962186086789185,[Succinylation on K]
1534,RAB5C,0.0,
1535,PLOD2,0.0,
1536,GLRX3,0.0,
1537,PAICS,0.007714561234329798,"[N-acetylalanine on A], [Dimethylation on K]"
1538,GTF3C4,0.0038017031630170313,[Citrullination on R]
1539,RAB32,0.0,
1540,DDAH1,0.005752085130859937,[N-acetylalanine on A]
1541,GPX8,0.03905868567522703,"[N-acetylmethionine on M], [Formylation on K], [Hydroxylation on K], [Hydroxylation on P]"
1542,PBK,0.004635209047928061,[N-acetylmethionine on M]
1543,ILKAP,0.005668934240362812,[N-acetylmethionine on M]
1544,RPS3A,0.007752883589219153,"[Phosphorylation on S], [Phosphorylation on S]"
1545,LUC7L2,0.0,
1546,TFG,0.008064516129032258,[N-acetylmethionine on M]
1547,FAH,0.005821060597240818,[N-acetylserine on S]
1548,CKAP5,0.0,
1549,S100A11,0.0,
1550,RAB2A,0.014080540692762603,"[N-acetylalanine on A], [Hydroxylation on N]"
1551,UBE2S,0.011261261261261262,[N-acetylmethionine on M]
1552,GCLC,0.003828923689550867,[Hydroxylation on K]
1553,TBC1D23,0.0,
1554,MRPS30,0.009111617312072893,[Acetylation on K]
1555,DHX36,0.0032002048131080387,[Acetylation on X]
1556,VASP,0.0,
1557,SMAD4,0.0,
1558,WDR18,0.0,
1559,PSIP1,0.004492362982929021,[Phosphoserine on S]
1560,APOBEC3B,0.0,
1561,AKR1B1,0.0,
1562,MCAM,0.009674922600619196,[Hydroxylation on P]
1565,HIBCH,0.0,
1566,GSTM3,0.0,
1567,GTF2I,0.0,
1570,CAND1,0.0020325203252032522,[N-acetylalanine on A]
1571,COPG2,0.0,
1572,EIF2B3,0.004338018393197987,[N-acetylmethionine on M]
1573,FHL2,0.006269985579033168,"[Citrullination on R], [Citrullination on R], [Citrullination on R]"
1574,ZNF281,0.0,
1575,MYBBP1A,0.002596593269630245,[N6-acetyllysine on K]
1576,STXBP2,0.0,
1577,VPS13A,0.0,
1578,PI4KA,0.003171582619727244,[Hydroxylation on P]
1580,CARS,0.0,
1581,FANCI,0.0,
1582,GOLPH3L,0.0,
1583,GEMIN7,0.025445292620865142,[N-acetylmethionine on M]
1584,LACTB2,0.0,
1585,UBE2D3,0.0,
